Order_ID,Order_Date,Product_ID,Location_ID,Units_Sold,Revenue,Cost,Ad_Spend,Year,Month Name,Quarter,Start of Year,End of Year,TotalRevenue,ProductRank,TotalProfit,CityRank
ZiVA596,06-07-2025,OZ5,VA2,4,3196,2150.4,176.76,2025,July,3,01-01-2025,31-12-2025,286042,5,103620.97,3
ZiVA597,26-08-2025,OZ10,VA5,1,1499,897.61,174.23,2025,August,3,01-01-2025,31-12-2025,487175,4,103391.5,4
ZiVA598,02-11-2024,OZ3,VA7,3,7497,4367.17,644.28,2024,November,4,01-01-2024,31-12-2024,652239,2,101495.94,5
ZiVA599,18-02-2026,OZ10,VA8,2,2998,2156.06,261.22,2026,February,1,01-01-2026,31-12-2026,487175,4,82367.24,9
ZiVA600,21-04-2024,OZ7,VA8,5,2995,2219.34,350.44,2024,April,2,01-01-2024,31-12-2024,195274,9,82367.24,9
ZiVA601,11-01-2025,OZ8,VA5,1,499,298.53,41.32,2025,January,1,01-01-2025,31-12-2025,171656,10,103391.5,4
ZiVA602,07-11-2024,OZ9,VA7,1,899,610.84,59.18,2024,November,4,01-01-2024,31-12-2024,283185,6,101495.94,5
ZiVA603,23-04-2025,OZ5,VA10,4,3196,2175.42,207.11,2025,April,2,01-01-2025,31-12-2025,286042,5,92967.49,6
ZiVA604,14-09-2025,OZ4,VA8,3,2997,1992.17,282.02,2025,September,3,01-01-2025,31-12-2025,271728,7,82367.24,9
ZiVA605,05-05-2025,OZ4,VA5,2,1998,1290.11,295.03,2025,May,2,01-01-2025,31-12-2025,271728,7,103391.5,4
ZiVA606,30-04-2025,OZ6,VA10,5,3995,2631.12,303.59,2025,April,2,01-01-2025,31-12-2025,218926,8,92967.49,6
ZiVA607,02-11-2024,OZ3,VA2,3,7497,4809.49,423.64,2024,November,4,01-01-2024,31-12-2024,652239,2,103620.97,3
ZiVA608,10-03-2024,OZ6,VA2,5,3995,2276.89,536.89,2024,March,1,01-01-2024,31-12-2024,218926,8,103620.97,3
ZiVA609,17-10-2024,OZ1,VA10,1,1999,1430.76,103.8,2024,October,4,01-01-2024,31-12-2024,673663,1,92967.49,6
ZiVA610,29-03-2025,OZ8,VA4,3,1497,939.18,200.02,2025,March,1,01-01-2025,31-12-2025,171656,10,83645.5,8
ZiVA611,17-11-2025,OZ10,VA4,1,1499,983.65,122.6,2025,November,4,01-01-2025,31-12-2025,487175,4,83645.5,8
ZiVA612,01-11-2025,OZ3,VA6,5,12495,7173.42,1748.33,2025,November,4,01-01-2025,31-12-2025,652239,2,76598.8,10
ZiVA613,01-04-2025,OZ10,VA4,1,1499,1084.79,203.68,2025,April,2,01-01-2025,31-12-2025,487175,4,83645.5,8
ZiVA614,29-08-2024,OZ2,VA1,5,10995,6960.52,1469.45,2024,August,3,01-01-2024,31-12-2024,532158,3,109108.47,1
ZiVA615,15-11-2024,OZ1,VA7,3,5997,3522.18,358.36,2024,November,4,01-01-2024,31-12-2024,673663,1,101495.94,5
ZiVA616,10-08-2025,OZ1,VA10,4,7996,5855.79,1029.29,2025,August,3,01-01-2025,31-12-2025,673663,1,92967.49,6
ZiVA617,16-05-2024,OZ3,VA2,1,2499,1756.98,147.38,2024,May,2,01-01-2024,31-12-2024,652239,2,103620.97,3
ZiVA618,06-12-2025,OZ1,VA4,4,7996,5584.52,957.23,2025,December,4,01-01-2025,31-12-2025,673663,1,83645.5,8
ZiVA619,15-12-2025,OZ7,VA10,4,2396,1491.68,233.8,2025,December,4,01-01-2025,31-12-2025,195274,9,92967.49,6
ZiVA620,30-09-2024,OZ3,VA10,1,2499,1839.78,234.26,2024,September,3,01-01-2024,31-12-2024,652239,2,92967.49,6
ZiVA621,28-05-2024,OZ2,VA9,4,8796,5096.52,554.43,2024,May,2,01-01-2024,31-12-2024,532158,3,106096.5,2
ZiVA622,06-11-2025,OZ5,VA4,5,3995,2199.63,366.57,2025,November,4,01-01-2025,31-12-2025,286042,5,83645.5,8
ZiVA623,15-04-2025,OZ9,VA7,4,3596,2047.43,224.09,2025,April,2,01-01-2025,31-12-2025,283185,6,101495.94,5
ZiVA624,29-10-2025,OZ7,VA6,5,2995,2140.23,210.55,2025,October,4,01-01-2025,31-12-2025,195274,9,76598.8,10
ZiVA625,18-05-2024,OZ8,VA3,1,499,343.69,39.93,2024,May,2,01-01-2024,31-12-2024,171656,10,92016.54,7
ZiVA626,24-02-2024,OZ10,VA2,3,4497,2944.7,581.95,2024,February,1,01-01-2024,31-12-2024,487175,4,103620.97,3
ZiVA627,25-02-2024,OZ1,VA3,1,1999,1380.56,160.19,2024,February,1,01-01-2024,31-12-2024,673663,1,92016.54,7
ZiVA628,30-12-2024,OZ2,VA9,4,8796,5042.89,917.01,2024,December,4,01-01-2024,31-12-2024,532158,3,106096.5,2
ZiVA629,11-11-2024,OZ7,VA5,5,2995,2172.18,430.8,2024,November,4,01-01-2024,31-12-2024,195274,9,103391.5,4
ZiVA630,03-07-2025,OZ10,VA1,5,7495,5191.37,435.9,2025,July,3,01-01-2025,31-12-2025,487175,4,109108.47,1
ZiVA631,12-05-2025,OZ3,VA6,5,12495,9267.11,1339.02,2025,May,2,01-01-2025,31-12-2025,652239,2,76598.8,10
ZiVA632,25-11-2025,OZ5,VA9,2,1598,957.15,127,2025,November,4,01-01-2025,31-12-2025,286042,5,106096.5,2
ZiVA633,07-01-2026,OZ4,VA8,2,1998,1414.11,183.14,2026,January,1,01-01-2026,31-12-2026,271728,7,82367.24,9
ZiVA634,11-07-2025,OZ8,VA6,2,998,685.4,87.18,2025,July,3,01-01-2025,31-12-2025,171656,10,76598.8,10
ZiVA635,12-04-2025,OZ8,VA6,1,499,293.15,43.01,2025,April,2,01-01-2025,31-12-2025,171656,10,76598.8,10
ZiVA636,11-02-2026,OZ9,VA2,2,1798,1007.24,116.43,2026,February,1,01-01-2026,31-12-2026,283185,6,103620.97,3
ZiVA637,17-10-2025,OZ1,VA7,5,9995,6304.5,933.24,2025,October,4,01-01-2025,31-12-2025,673663,1,101495.94,5
ZiVA638,19-09-2024,OZ8,VA1,3,1497,971.99,93.2,2024,September,3,01-01-2024,31-12-2024,171656,10,109108.47,1
ZiVA639,12-11-2024,OZ3,VA4,3,7497,5074.7,774.19,2024,November,4,01-01-2024,31-12-2024,652239,2,83645.5,8
ZiVA640,08-02-2025,OZ8,VA4,1,499,336.93,73.35,2025,February,1,01-01-2025,31-12-2025,171656,10,83645.5,8
ZiVA641,26-07-2024,OZ5,VA1,5,3995,2407.91,590.2,2024,July,3,01-01-2024,31-12-2024,286042,5,109108.47,1
ZiVA642,09-01-2026,OZ6,VA3,4,3196,2298.43,256.22,2026,January,1,01-01-2026,31-12-2026,218926,8,92016.54,7
ZiVA643,13-12-2024,OZ10,VA7,4,5996,3553.31,840.2,2024,December,4,01-01-2024,31-12-2024,487175,4,101495.94,5
ZiVA644,26-06-2024,OZ5,VA6,3,2397,1651.88,170.62,2024,June,2,01-01-2024,31-12-2024,286042,5,76598.8,10
ZiVA645,20-09-2025,OZ5,VA9,2,1598,1158.91,124.92,2025,September,3,01-01-2025,31-12-2025,286042,5,106096.5,2
ZiVA646,13-04-2024,OZ9,VA10,2,1798,1082.41,224.48,2024,April,2,01-01-2024,31-12-2024,283185,6,92967.49,6
ZiVA647,25-03-2025,OZ2,VA7,3,6597,4660.5,717.66,2025,March,1,01-01-2025,31-12-2025,532158,3,101495.94,5
ZiVA648,28-12-2025,OZ8,VA10,5,2495,1433.21,275.36,2025,December,4,01-01-2025,31-12-2025,171656,10,92967.49,6
ZiVA649,22-03-2025,OZ2,VA8,1,2199,1574.81,296.45,2025,March,1,01-01-2025,31-12-2025,532158,3,82367.24,9
ZiVA650,07-07-2025,OZ9,VA4,3,2697,2019.14,183.54,2025,July,3,01-01-2025,31-12-2025,283185,6,83645.5,8
ZiVA651,11-06-2024,OZ10,VA3,3,4497,3240.83,428.5,2024,June,2,01-01-2024,31-12-2024,487175,4,92016.54,7
ZiVA652,14-05-2024,OZ9,VA7,4,3596,2331.09,436.97,2024,May,2,01-01-2024,31-12-2024,283185,6,101495.94,5
ZiVA653,24-11-2024,OZ5,VA8,1,799,571.79,46.38,2024,November,4,01-01-2024,31-12-2024,286042,5,82367.24,9
ZiVA654,28-11-2025,OZ8,VA3,3,1497,981.49,124.36,2025,November,4,01-01-2025,31-12-2025,171656,10,92016.54,7
ZiVA655,27-03-2025,OZ7,VA4,2,1198,723.15,177.79,2025,March,1,01-01-2025,31-12-2025,195274,9,83645.5,8
ZiVA656,17-02-2026,OZ4,VA2,4,3996,2688.83,356.25,2026,February,1,01-01-2026,31-12-2026,271728,7,103620.97,3
ZiVA657,11-12-2024,OZ1,VA10,4,7996,5418.42,1114.87,2024,December,4,01-01-2024,31-12-2024,673663,1,92967.49,6
ZiVA658,20-03-2025,OZ3,VA5,4,9996,7193.59,856.26,2025,March,1,01-01-2025,31-12-2025,652239,2,103391.5,4
ZiVA659,01-09-2025,OZ6,VA9,4,3196,1942.23,272.56,2025,September,3,01-01-2025,31-12-2025,218926,8,106096.5,2
ZiVA660,26-12-2025,OZ7,VA5,5,2995,2125.73,425.81,2025,December,4,01-01-2025,31-12-2025,195274,9,103391.5,4
ZiVA661,12-03-2025,OZ3,VA2,2,4998,3230.5,640.69,2025,March,1,01-01-2025,31-12-2025,652239,2,103620.97,3
ZiVA662,23-10-2025,OZ2,VA5,1,2199,1600.49,210.32,2025,October,4,01-01-2025,31-12-2025,532158,3,103391.5,4
ZiVA663,24-03-2024,OZ5,VA1,4,3196,1775.23,383.82,2024,March,1,01-01-2024,31-12-2024,286042,5,109108.47,1
ZiVA664,30-12-2024,OZ8,VA5,4,1996,1287.41,252.05,2024,December,4,01-01-2024,31-12-2024,171656,10,103391.5,4
ZiVA665,28-09-2025,OZ2,VA10,3,6597,4225.3,634.89,2025,September,3,01-01-2025,31-12-2025,532158,3,92967.49,6
ZiVA666,16-12-2025,OZ3,VA10,5,12495,7233.17,1229.66,2025,December,4,01-01-2025,31-12-2025,652239,2,92967.49,6
ZiVA667,12-01-2025,OZ9,VA7,1,899,617.09,95.98,2025,January,1,01-01-2025,31-12-2025,283185,6,101495.94,5
ZiVA668,01-07-2025,OZ7,VA3,4,2396,1702.33,355.83,2025,July,3,01-01-2025,31-12-2025,195274,9,92016.54,7
ZiVA669,22-02-2024,OZ7,VA9,3,1797,1085.15,248.97,2024,February,1,01-01-2024,31-12-2024,195274,9,106096.5,2
ZiVA670,12-03-2025,OZ8,VA5,4,1996,1434.24,178.03,2025,March,1,01-01-2025,31-12-2025,171656,10,103391.5,4
ZiVA671,20-06-2025,OZ3,VA2,2,4998,3726.29,725.64,2025,June,2,01-01-2025,31-12-2025,652239,2,103620.97,3
ZiVA672,22-07-2025,OZ7,VA10,3,1797,1130.38,126.9,2025,July,3,01-01-2025,31-12-2025,195274,9,92967.49,6
ZiVA673,12-04-2025,OZ1,VA1,2,3998,2449.62,259.39,2025,April,2,01-01-2025,31-12-2025,673663,1,109108.47,1
ZiVA674,18-10-2025,OZ5,VA4,5,3995,2392.41,450.75,2025,October,4,01-01-2025,31-12-2025,286042,5,83645.5,8
ZiVA675,10-06-2024,OZ2,VA8,1,2199,1441.9,250.29,2024,June,2,01-01-2024,31-12-2024,532158,3,82367.24,9
ZiVA676,31-10-2025,OZ3,VA3,4,9996,6590.49,653.51,2025,October,4,01-01-2025,31-12-2025,652239,2,92016.54,7
ZiVA677,12-12-2024,OZ9,VA10,1,899,653.76,104.85,2024,December,4,01-01-2024,31-12-2024,283185,6,92967.49,6
ZiVA678,16-12-2024,OZ2,VA1,4,8796,6354.55,542.82,2024,December,4,01-01-2024,31-12-2024,532158,3,109108.47,1
ZiVA679,10-10-2024,OZ3,VA5,5,12495,7607.46,968.04,2024,October,4,01-01-2024,31-12-2024,652239,2,103391.5,4
ZiVA680,03-03-2025,OZ6,VA8,5,3995,2637.54,532.54,2025,March,1,01-01-2025,31-12-2025,218926,8,82367.24,9
ZiVA681,13-03-2025,OZ7,VA10,2,1198,891.03,90.87,2025,March,1,01-01-2025,31-12-2025,195274,9,92967.49,6
ZiVA682,04-09-2024,OZ7,VA5,2,1198,786.29,168.15,2024,September,3,01-01-2024,31-12-2024,195274,9,103391.5,4
ZiVA683,21-07-2024,OZ10,VA3,1,1499,878.17,101.65,2024,July,3,01-01-2024,31-12-2024,487175,4,92016.54,7
ZiVA684,28-02-2025,OZ5,VA6,3,2397,1540.79,170.33,2025,February,1,01-01-2025,31-12-2025,286042,5,76598.8,10
ZiVA685,25-01-2025,OZ6,VA3,1,799,586.9,43.94,2025,January,1,01-01-2025,31-12-2025,218926,8,92016.54,7
ZiVA686,29-02-2024,OZ6,VA7,3,2397,1702.03,267.33,2024,February,1,01-01-2024,31-12-2024,218926,8,101495.94,5
ZiVA687,26-10-2024,OZ8,VA3,2,998,567.46,65.66,2024,October,4,01-01-2024,31-12-2024,171656,10,92016.54,7
ZiVA688,21-04-2025,OZ6,VA9,5,3995,2425.24,341.12,2025,April,2,01-01-2025,31-12-2025,218926,8,106096.5,2
ZiVA689,06-02-2025,OZ9,VA2,5,4495,2769.74,226.51,2025,February,1,01-01-2025,31-12-2025,283185,6,103620.97,3
ZiVA690,08-08-2024,OZ10,VA3,1,1499,985.42,179.57,2024,August,3,01-01-2024,31-12-2024,487175,4,92016.54,7
ZiVA691,28-04-2025,OZ8,VA7,1,499,306.49,66.04,2025,April,2,01-01-2025,31-12-2025,171656,10,101495.94,5
ZiVA692,06-05-2025,OZ10,VA1,2,2998,1858.12,386.05,2025,May,2,01-01-2025,31-12-2025,487175,4,109108.47,1
ZiVA693,16-04-2024,OZ1,VA7,2,3998,2647.19,317.93,2024,April,2,01-01-2024,31-12-2024,673663,1,101495.94,5
ZiVA694,12-08-2024,OZ10,VA5,2,2998,2124.21,273.76,2024,August,3,01-01-2024,31-12-2024,487175,4,103391.5,4
ZiVA695,04-02-2026,OZ3,VA1,1,2499,1748.79,276.52,2026,February,1,01-01-2026,31-12-2026,652239,2,109108.47,1
ZiVA696,16-11-2024,OZ2,VA3,3,6597,3735.45,697.23,2024,November,4,01-01-2024,31-12-2024,532158,3,92016.54,7
ZiVA697,08-11-2024,OZ1,VA8,3,5997,3889.57,672.14,2024,November,4,01-01-2024,31-12-2024,673663,1,82367.24,9
ZiVA698,05-12-2025,OZ2,VA2,5,10995,6766.86,1351.92,2025,December,4,01-01-2025,31-12-2025,532158,3,103620.97,3
ZiVA699,16-11-2024,OZ8,VA7,3,1497,931.39,145.92,2024,November,4,01-01-2024,31-12-2024,171656,10,101495.94,5
ZiVA700,27-08-2025,OZ3,VA2,4,9996,6684.19,1138.37,2025,August,3,01-01-2025,31-12-2025,652239,2,103620.97,3
ZiVA701,16-06-2025,OZ4,VA4,3,2997,1909.07,269.64,2025,June,2,01-01-2025,31-12-2025,271728,7,83645.5,8
ZiVA702,18-04-2024,OZ4,VA10,4,3996,2955.34,418.48,2024,April,2,01-01-2024,31-12-2024,271728,7,92967.49,6
ZiVA703,15-09-2025,OZ1,VA8,2,3998,2634.03,413.83,2025,September,3,01-01-2025,31-12-2025,673663,1,82367.24,9
ZiVA704,01-04-2025,OZ9,VA6,3,2697,1536.49,395.03,2025,April,2,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA705,23-07-2024,OZ2,VA9,2,4398,2934.88,397.92,2024,July,3,01-01-2024,31-12-2024,532158,3,106096.5,2
ZiVA706,24-06-2025,OZ1,VA3,5,9995,6394.73,552.21,2025,June,2,01-01-2025,31-12-2025,673663,1,92016.54,7
ZiVA707,20-07-2025,OZ1,VA5,2,3998,2329.57,447.49,2025,July,3,01-01-2025,31-12-2025,673663,1,103391.5,4
ZiVA708,24-01-2026,OZ8,VA7,5,2495,1505.63,263.94,2026,January,1,01-01-2026,31-12-2026,171656,10,101495.94,5
ZiVA709,23-10-2025,OZ5,VA8,1,799,450.76,62.1,2025,October,4,01-01-2025,31-12-2025,286042,5,82367.24,9
ZiVA710,21-01-2026,OZ10,VA8,4,5996,3859.52,697.99,2026,January,1,01-01-2026,31-12-2026,487175,4,82367.24,9
ZiVA711,26-04-2025,OZ4,VA9,4,3996,2265.04,321.12,2025,April,2,01-01-2025,31-12-2025,271728,7,106096.5,2
ZiVA712,19-07-2025,OZ6,VA7,5,3995,2701.81,447.91,2025,July,3,01-01-2025,31-12-2025,218926,8,101495.94,5
ZiVA713,27-03-2025,OZ3,VA8,1,2499,1537.07,263.2,2025,March,1,01-01-2025,31-12-2025,652239,2,82367.24,9
ZiVA714,18-06-2025,OZ9,VA1,5,4495,3152.47,616.95,2025,June,2,01-01-2025,31-12-2025,283185,6,109108.47,1
ZiVA715,13-10-2024,OZ10,VA3,3,4497,3080.77,552.75,2024,October,4,01-01-2024,31-12-2024,487175,4,92016.54,7
ZiVA716,17-05-2025,OZ10,VA7,1,1499,875.61,165.37,2025,May,2,01-01-2025,31-12-2025,487175,4,101495.94,5
ZiVA717,08-12-2025,OZ10,VA5,3,4497,2760.29,564.58,2025,December,4,01-01-2025,31-12-2025,487175,4,103391.5,4
ZiVA718,13-10-2025,OZ1,VA3,4,7996,5644.61,954.99,2025,October,4,01-01-2025,31-12-2025,673663,1,92016.54,7
ZiVA719,19-03-2025,OZ1,VA10,3,5997,3963.42,363.33,2025,March,1,01-01-2025,31-12-2025,673663,1,92967.49,6
ZiVA720,08-04-2024,OZ7,VA6,3,1797,1339.33,228.09,2024,April,2,01-01-2024,31-12-2024,195274,9,76598.8,10
ZiVA721,20-03-2024,OZ6,VA3,4,3196,1988.89,232.93,2024,March,1,01-01-2024,31-12-2024,218926,8,92016.54,7
ZiVA722,04-08-2024,OZ2,VA4,4,8796,5370.99,570.34,2024,August,3,01-01-2024,31-12-2024,532158,3,83645.5,8
ZiVA723,17-03-2024,OZ9,VA2,1,899,579.02,59.99,2024,March,1,01-01-2024,31-12-2024,283185,6,103620.97,3
ZiVA724,05-04-2025,OZ7,VA6,1,599,356.14,76.88,2025,April,2,01-01-2025,31-12-2025,195274,9,76598.8,10
ZiVA725,16-03-2024,OZ4,VA8,4,3996,2632.11,219.25,2024,March,1,01-01-2024,31-12-2024,271728,7,82367.24,9
ZiVA726,10-02-2026,OZ6,VA1,3,2397,1469.49,270.45,2026,February,1,01-01-2026,31-12-2026,218926,8,109108.47,1
ZiVA727,24-04-2024,OZ5,VA4,4,3196,2078.05,306.11,2024,April,2,01-01-2024,31-12-2024,286042,5,83645.5,8
ZiVA728,15-12-2025,OZ9,VA6,5,4495,3146.24,521.18,2025,December,4,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA729,06-03-2024,OZ9,VA5,3,2697,1552.99,161.7,2024,March,1,01-01-2024,31-12-2024,283185,6,103391.5,4
ZiVA730,23-04-2025,OZ1,VA7,2,3998,2497.48,365.55,2025,April,2,01-01-2025,31-12-2025,673663,1,101495.94,5
ZiVA731,28-12-2025,OZ9,VA4,3,2697,1502.5,164.96,2025,December,4,01-01-2025,31-12-2025,283185,6,83645.5,8
ZiVA732,26-03-2025,OZ3,VA2,4,9996,5916.33,986.19,2025,March,1,01-01-2025,31-12-2025,652239,2,103620.97,3
ZiVA733,01-10-2025,OZ8,VA7,5,2495,1854.48,336.46,2025,October,4,01-01-2025,31-12-2025,171656,10,101495.94,5
ZiVA734,18-04-2025,OZ9,VA8,1,899,579.13,49.27,2025,April,2,01-01-2025,31-12-2025,283185,6,82367.24,9
ZiVA735,30-05-2024,OZ7,VA3,4,2396,1761.73,259.2,2024,May,2,01-01-2024,31-12-2024,195274,9,92016.54,7
ZiVA736,08-06-2024,OZ6,VA9,3,2397,1528.93,332.46,2024,June,2,01-01-2024,31-12-2024,218926,8,106096.5,2
ZiVA737,28-03-2025,OZ4,VA5,5,4995,2922.41,566.56,2025,March,1,01-01-2025,31-12-2025,271728,7,103391.5,4
ZiVA738,03-11-2024,OZ2,VA8,3,6597,4442.16,851.9,2024,November,4,01-01-2024,31-12-2024,532158,3,82367.24,9
ZiVA739,23-02-2024,OZ10,VA5,3,4497,2504.57,269.84,2024,February,1,01-01-2024,31-12-2024,487175,4,103391.5,4
ZiVA740,09-08-2024,OZ7,VA10,2,1198,744.77,172.22,2024,August,3,01-01-2024,31-12-2024,195274,9,92967.49,6
ZiVA741,30-03-2024,OZ7,VA6,3,1797,1024.11,192.72,2024,March,1,01-01-2024,31-12-2024,195274,9,76598.8,10
ZiVA742,29-10-2024,OZ3,VA5,1,2499,1654.51,335.82,2024,October,4,01-01-2024,31-12-2024,652239,2,103391.5,4
ZiVA743,05-02-2026,OZ9,VA1,1,899,593.07,48.74,2026,February,1,01-01-2026,31-12-2026,283185,6,109108.47,1
ZiVA744,01-06-2024,OZ3,VA7,1,2499,1696.81,225.65,2024,June,2,01-01-2024,31-12-2024,652239,2,101495.94,5
ZiVA745,04-01-2026,OZ2,VA7,1,2199,1400.27,314.06,2026,January,1,01-01-2026,31-12-2026,532158,3,101495.94,5
ZiVA746,12-04-2024,OZ6,VA5,1,799,508.4,103.04,2024,April,2,01-01-2024,31-12-2024,218926,8,103391.5,4
ZiVA747,03-02-2026,OZ6,VA4,1,799,493.12,51.14,2026,February,1,01-01-2026,31-12-2026,218926,8,83645.5,8
ZiVA748,22-10-2025,OZ6,VA4,1,799,524.86,42.6,2025,October,4,01-01-2025,31-12-2025,218926,8,83645.5,8
ZiVA749,04-10-2024,OZ6,VA1,5,3995,2357.63,431.26,2024,October,4,01-01-2024,31-12-2024,218926,8,109108.47,1
ZiVA750,14-11-2024,OZ1,VA2,5,9995,6284.95,1025.27,2024,November,4,01-01-2024,31-12-2024,673663,1,103620.97,3
ZiVA751,11-09-2025,OZ4,VA1,2,1998,1411.58,143.4,2025,September,3,01-01-2025,31-12-2025,271728,7,109108.47,1
ZiVA752,18-09-2025,OZ7,VA2,5,2995,1856.58,414.55,2025,September,3,01-01-2025,31-12-2025,195274,9,103620.97,3
ZiVA753,10-09-2025,OZ9,VA6,3,2697,1686.64,261.3,2025,September,3,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA754,15-10-2025,OZ10,VA10,5,7495,5264.93,635.7,2025,October,4,01-01-2025,31-12-2025,487175,4,92967.49,6
ZiVA755,19-07-2024,OZ2,VA9,2,4398,2732.38,260.26,2024,July,3,01-01-2024,31-12-2024,532158,3,106096.5,2
ZiVA756,28-05-2025,OZ8,VA10,3,1497,1039.11,177.31,2025,May,2,01-01-2025,31-12-2025,171656,10,92967.49,6
ZiVA757,06-03-2024,OZ6,VA2,1,799,538.19,94.39,2024,March,1,01-01-2024,31-12-2024,218926,8,103620.97,3
ZiVA758,27-11-2025,OZ8,VA10,5,2495,1478.15,161.96,2025,November,4,01-01-2025,31-12-2025,171656,10,92967.49,6
ZiVA759,27-01-2025,OZ9,VA6,4,3596,2186.15,280.81,2025,January,1,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA760,11-11-2024,OZ2,VA1,2,4398,2727.34,582.86,2024,November,4,01-01-2024,31-12-2024,532158,3,109108.47,1
ZiVA761,17-04-2025,OZ5,VA10,1,799,514.32,53.61,2025,April,2,01-01-2025,31-12-2025,286042,5,92967.49,6
ZiVA762,26-05-2025,OZ3,VA1,2,4998,3348.52,725.63,2025,May,2,01-01-2025,31-12-2025,652239,2,109108.47,1
ZiVA763,06-12-2024,OZ7,VA8,5,2995,1984.15,285.69,2024,December,4,01-01-2024,31-12-2024,195274,9,82367.24,9
ZiVA764,06-04-2025,OZ5,VA1,2,1598,1079.64,219.35,2025,April,2,01-01-2025,31-12-2025,286042,5,109108.47,1
ZiVA765,23-07-2024,OZ1,VA6,1,1999,1414.57,172.37,2024,July,3,01-01-2024,31-12-2024,673663,1,76598.8,10
ZiVA766,28-09-2024,OZ9,VA10,5,4495,2726.87,573.88,2024,September,3,01-01-2024,31-12-2024,283185,6,92967.49,6
ZiVA767,28-03-2025,OZ1,VA6,1,1999,1126.06,185.43,2025,March,1,01-01-2025,31-12-2025,673663,1,76598.8,10
ZiVA768,29-06-2024,OZ1,VA4,3,5997,3830.19,375.21,2024,June,2,01-01-2024,31-12-2024,673663,1,83645.5,8
ZiVA769,18-04-2025,OZ9,VA2,2,1798,1317.71,144.51,2025,April,2,01-01-2025,31-12-2025,283185,6,103620.97,3
ZiVA770,24-08-2025,OZ6,VA1,4,3196,2025.14,476.58,2025,August,3,01-01-2025,31-12-2025,218926,8,109108.47,1
ZiVA771,29-12-2025,OZ8,VA9,1,499,330.24,32.77,2025,December,4,01-01-2025,31-12-2025,171656,10,106096.5,2
ZiVA772,02-12-2025,OZ7,VA9,1,599,440.46,83.85,2025,December,4,01-01-2025,31-12-2025,195274,9,106096.5,2
ZiVA773,11-07-2025,OZ7,VA1,2,1198,733.06,85.01,2025,July,3,01-01-2025,31-12-2025,195274,9,109108.47,1
ZiVA774,07-10-2025,OZ10,VA3,4,5996,3450.84,503.69,2025,October,4,01-01-2025,31-12-2025,487175,4,92016.54,7
ZiVA775,28-06-2024,OZ10,VA4,4,5996,3472.48,713.63,2024,June,2,01-01-2024,31-12-2024,487175,4,83645.5,8
ZiVA776,16-04-2025,OZ10,VA5,4,5996,4210.3,878.99,2025,April,2,01-01-2025,31-12-2025,487175,4,103391.5,4
ZiVA777,31-08-2024,OZ8,VA1,2,998,640.22,71.33,2024,August,3,01-01-2024,31-12-2024,171656,10,109108.47,1
ZiVA778,05-06-2024,OZ10,VA5,3,4497,3134.75,243.83,2024,June,2,01-01-2024,31-12-2024,487175,4,103391.5,4
ZiVA779,12-01-2026,OZ1,VA5,3,5997,4491.06,722.7,2026,January,1,01-01-2026,31-12-2026,673663,1,103391.5,4
ZiVA780,06-01-2026,OZ4,VA2,3,2997,2140.46,379.07,2026,January,1,01-01-2026,31-12-2026,271728,7,103620.97,3
ZiVA781,06-05-2025,OZ1,VA5,5,9995,6058.56,1471.59,2025,May,2,01-01-2025,31-12-2025,673663,1,103391.5,4
ZiVA782,28-06-2025,OZ3,VA4,4,9996,7411.89,511.72,2025,June,2,01-01-2025,31-12-2025,652239,2,83645.5,8
ZiVA783,13-05-2025,OZ9,VA7,1,899,636.02,45.8,2025,May,2,01-01-2025,31-12-2025,283185,6,101495.94,5
ZiVA784,13-09-2025,OZ10,VA4,1,1499,1055.98,143.11,2025,September,3,01-01-2025,31-12-2025,487175,4,83645.5,8
ZiVA785,04-09-2024,OZ1,VA10,3,5997,3785.61,688.12,2024,September,3,01-01-2024,31-12-2024,673663,1,92967.49,6
ZiVA786,16-09-2025,OZ2,VA5,3,6597,3630.9,349.02,2025,September,3,01-01-2025,31-12-2025,532158,3,103391.5,4
ZiVA787,11-01-2025,OZ10,VA1,3,4497,2734.9,478.23,2025,January,1,01-01-2025,31-12-2025,487175,4,109108.47,1
ZiVA788,04-10-2025,OZ3,VA3,4,9996,6261.25,1111.13,2025,October,4,01-01-2025,31-12-2025,652239,2,92016.54,7
ZiVA789,26-12-2025,OZ5,VA8,5,3995,2252.53,341.05,2025,December,4,01-01-2025,31-12-2025,286042,5,82367.24,9
ZiVA790,25-03-2024,OZ7,VA5,4,2396,1422.32,344.19,2024,March,1,01-01-2024,31-12-2024,195274,9,103391.5,4
ZiVA791,12-07-2024,OZ4,VA1,1,999,655.56,115.22,2024,July,3,01-01-2024,31-12-2024,271728,7,109108.47,1
ZiVA792,21-08-2024,OZ2,VA3,5,10995,6141.15,1106.62,2024,August,3,01-01-2024,31-12-2024,532158,3,92016.54,7
ZiVA793,21-05-2024,OZ2,VA1,5,10995,7031.62,832.15,2024,May,2,01-01-2024,31-12-2024,532158,3,109108.47,1
ZiVA794,17-04-2024,OZ10,VA9,1,1499,950.67,117.89,2024,April,2,01-01-2024,31-12-2024,487175,4,106096.5,2
